school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,grade_improvement,avg_G1_G2,weighted_grade,grade_volatility,study_intensity,parent_education_avg,high_achiever,struggling,support_score,alcohol_risk
GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,1,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,6,9,8,2,7.5,8.1,1.5275252316519465,1.0,1.5,0,1,0,1
GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,0,8,9,8,0,8.5,8.7,0.5773502691896257,5.0,1.5,0,1,0,1
GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,8,12,12,4,10.0,10.799999999999999,2.3094010767585034,5.0,1.5,0,0,0,1
GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,2,7,9,8,1,8.0,8.4,1.0,1.6666666666666667,1.0,0,1,1,0
GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,0,1,1,1,1,1,1,0,4,2,3,1,1,4,6,14,12,13,-1,13.0,12.599999999999998,1.0,2.857142857142857,3.0,0,0,2,0
GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,12,11,11,11,0,11.0,11.0,0.0,0.7692307692307693,3.5,0,0,1,0
GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,8,15,14,14,-1,14.5,14.299999999999999,0.5773502691896257,1.1111111111111112,1.5,0,0,0,0
GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,0,0,1,1,1,1,1,1,3,4,1,1,1,2,0,10,9,0,-10,9.5,9.3,5.507570547286102,20.0,2.0,0,1,1,0
GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0,0,1,1,0,1,1,1,1,3,1,2,1,3,2,21,17,18,18,1,17.5,17.7,0.5773502691896258,0.45454545454545453,3.5,1,0,2,1
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,3,2,8,8,8,0,8.0,8.0,0.0,3.3333333333333335,3.5,0,1,2,0
GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1,13,12,12,-1,12.5,12.299999999999999,0.5773502691896257,7.5,2.5,0,0,0,0
GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,10,9,9,-1,9.5,9.3,0.5773502691896257,3.0,3.0,0,1,0,0
GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,0,1,1,1,1,1,1,1,4,3,3,1,1,3,0,9,10,0,-9,9.5,9.7,5.507570547286102,15.0,2.0,0,1,2,0
GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,0,1,1,1,1,1,1,0,4,2,5,3,4,1,13,17,17,17,0,17.0,17.0,0.0,0.7142857142857143,3.5,1,0,2,1
GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,0,0,1,1,1,1,1,1,5,4,4,3,4,5,2,9,9,10,1,9.0,9.0,0.5773502691896257,3.3333333333333335,2.0,0,0,1,1
GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,0,0,0,1,1,1,1,1,0,4,3,4,2,2,4,8,12,10,11,-1,11.0,10.6,1.0,1.1111111111111112,4.0,0,0,1,1
GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10,10,9,10,0,9.5,9.3,0.5773502691896257,0.9090909090909091,3.0,0,0,2,1
GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0,6,0,0,-6,3.0,1.7999999999999998,3.4641016151377544,10.0,1.5,0,1,1,0
GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15,9,9,9,0,9.0,9.0,0.0,0.625,3.0,0,1,2,1
GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,15,14,14,-1,14.5,14.299999999999999,0.5773502691896257,4.0,2.5,0,0,2,1
GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,0,1,1,0,0,1,0,0,4,4,3,1,1,3,2,11,11,11,0,11.0,11.0,0.0,3.3333333333333335,1.0,0,0,2,0
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,0,1,1,1,0,1,0,1,3,5,2,2,2,1,2,15,14,14,-1,14.5,14.299999999999999,0.5773502691896257,3.3333333333333335,1.5,0,0,2,1
GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,0,1,1,0,1,1,1,1,4,3,3,1,1,1,2,10,10,10,0,10.0,10.0,0.0,3.3333333333333335,3.0,0,0,2,0
GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,1,1,1,0,1,1,1,1,4,4,4,2,3,5,6,12,12,12,0,12.0,11.999999999999998,0.0,1.4285714285714286,2.0,0,0,3,1
GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75,10,9,9,-1,9.5,9.3,0.5773502691896257,0.13157894736842105,2.5,0,1,0,0
GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,0,0,1,1,1,1,1,0,3,2,4,1,4,3,22,9,9,9,0,9.0,9.0,0.0,0.21739130434782608,4.0,0,1,1,1
GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,15,9,8,8,-1,8.5,8.299999999999999,0.5773502691896257,0.625,4.0,0,1,2,0
GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,0,0,1,1,1,1,1,0,4,2,3,1,2,1,8,10,11,10,0,10.5,10.7,0.5773502691896257,0.5555555555555556,3.5,0,0,1,0
GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,0,0,1,1,1,1,1,1,4,5,4,2,4,5,30,8,8,8,0,8.0,8.0,0.0,0.16129032258064516,2.5,0,1,1,1
GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,1,0,0,0,0,1,1,1,0,4,4,4,3,4,3,19,11,9,10,-1,10.0,9.6,1.0,0.25,2.5,0,0,0,1
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1,12,12,12,0,12.0,11.999999999999998,0.0,10.0,1.0,0,0,2,0
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,4,8,9,10,2,8.5,8.7,1.0,2.0,1.0,0,0,1,0
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,4,10,9,11,1,9.5,9.3,1.0,2.0,2.0,0,0,1,0
GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,0,0,1,0,0,1,1,0,4,3,3,1,2,4,2,12,10,11,-1,11.0,10.6,1.0,3.3333333333333335,1.0,0,0,1,0
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5,18,18,19,1,18.0,18.0,0.5773502691896258,2.5,2.0,1,0,2,0
GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,6,13,12,12,-1,12.5,12.299999999999999,0.5773502691896257,2.142857142857143,1.0,0,0,2,0
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,0,0,1,1,1,1,1,0,4,2,4,1,3,2,6,15,14,14,-1,14.5,14.299999999999999,0.5773502691896257,2.142857142857143,1.5,0,0,1,1
GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,0,1,1,1,1,1,1,0,5,4,3,1,1,2,9,15,13,15,0,14.0,13.6,1.1547005383792517,1.0,4.0,1,0,2,0
GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,0,1,1,1,1,1,1,1,4,3,2,1,4,5,11,12,11,11,-1,11.5,11.299999999999999,0.5773502691896257,0.8333333333333334,3.0,0,0,2,1
GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,0,1,1,0,1,1,1,0,4,2,2,1,2,3,0,15,15,15,0,15.0,15.0,0.0,15.0,3.5,1,0,2,0
GP,F,18,U,LE3,T,2,1,services,at_home,reputation,mother,1,2,1,0,0,0,0,1,1,1,1,5,4,3,1,1,5,12,12,12,13,1,12.0,11.999999999999998,0.5773502691896257,0.7692307692307693,1.5,0,0,0,0
GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6,18,18,18,0,18.0,18.0,0.0,2.857142857142857,2.0,1,0,2,0
GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,0,1,1,1,1,1,1,0,5,4,2,1,1,4,8,14,13,14,0,13.5,13.3,0.5773502691896257,1.6666666666666667,2.5,0,0,2,0
GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,0,1,1,0,1,1,1,0,4,4,3,1,3,5,4,14,12,11,-3,13.0,12.599999999999998,1.5275252316519468,1.0,3.0,0,0,2,1
GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,0,1,1,1,1,1,1,0,2,3,4,2,3,2,0,10,9,0,-10,9.5,9.3,5.507570547286102,10.0,4.0,0,1,2,1
GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0,0,1,1,0,1,1,1,1,4,4,5,1,2,2,10,10,8,8,-2,9.0,8.6,1.1547005383792517,0.9090909090909091,3.5,0,1,2,0
GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,14,13,14,0,13.5,13.3,0.5773502691896257,20.0,3.5,0,0,2,0
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,0,1,1,0,1,1,1,1,1,4,2,2,2,1,5,16,15,16,0,15.5,15.3,0.5773502691896257,0.8333333333333334,4.0,1,0,2,1
GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,0,1,0,0,1,1,1,1,4,2,4,1,1,4,14,12,10,11,-1,11.0,10.6,1.0,0.6666666666666666,4.0,0,0,1,0
GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,0,0,1,0,1,1,1,0,4,1,1,2,2,5,0,11,11,10,-1,11.0,11.0,0.5773502691896257,5.0,4.0,0,0,1,1
GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,15,12,14,-1,13.5,12.899999999999999,1.5275252316519468,15.0,3.0,0,0,2,0
GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0,17,17,18,1,17.0,17.0,0.5773502691896258,20.0,2.5,1,0,2,0
GP,M,19,U,GT3,T,3,3,other,other,home,other,1,2,1,0,1,0,1,1,1,1,1,4,4,4,1,1,3,20,15,14,13,-2,14.5,14.299999999999999,1.0,0.47619047619047616,3.0,0,0,1,0
GP,F,18,U,GT3,T,2,4,services,at_home,reputation,other,1,2,1,0,1,1,1,1,1,1,0,4,4,3,1,1,3,8,14,12,12,-2,13.0,12.599999999999998,1.1547005383792517,1.1111111111111112,3.0,0,0,2,0
GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,17,18,18,1,17.5,17.7,0.5773502691896258,5.0,2.5,1,0,0,0
GP,M,19,U,GT3,T,4,4,teacher,services,reputation,other,2,1,1,0,1,1,0,1,1,1,1,4,3,4,1,1,4,38,8,9,8,0,8.5,8.7,0.5773502691896257,0.1282051282051282,4.0,0,1,2,0
GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,1,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,15,12,12,-3,13.5,12.899999999999999,1.7320508075688772,10.0,3.0,0,0,0,0
GP,F,19,U,LE3,T,1,1,at_home,other,reputation,other,1,2,1,1,1,0,1,0,1,1,0,4,4,3,1,3,3,18,12,10,10,-2,11.0,10.6,1.1547005383792517,0.5263157894736842,1.0,0,0,2,1
GP,F,19,U,LE3,T,1,2,services,services,home,other,1,2,1,0,0,0,1,0,1,0,1,4,2,4,2,2,3,0,9,9,0,-9,9.0,9.0,5.196152422706632,10.0,1.5,0,1,0,1
GP,F,19,U,GT3,T,2,1,at_home,other,other,other,3,2,0,0,1,0,0,1,0,1,1,3,4,1,1,1,2,20,14,12,13,-1,13.0,12.599999999999998,1.0,0.47619047619047616,1.5,0,0,1,0
GP,M,19,U,GT3,T,1,2,other,services,course,other,1,2,1,0,0,0,0,0,1,1,0,4,5,2,2,2,4,3,13,11,11,-2,12.0,11.6,1.1547005383792517,2.5,1.5,0,0,0,1
GP,F,19,U,LE3,T,3,2,services,other,reputation,other,2,2,1,0,1,1,0,0,1,1,1,4,2,2,1,2,1,22,13,10,11,-2,11.5,10.9,1.5275252316519468,0.43478260869565216,2.5,0,0,2,0
GP,F,19,U,GT3,T,1,1,at_home,health,home,other,1,3,2,0,0,0,0,0,1,1,1,4,1,2,1,1,3,14,15,13,13,-2,14.0,13.6,1.1547005383792517,1.0,1.0,0,0,0,0
GP,F,19,R,GT3,T,2,3,other,other,reputation,other,1,3,1,0,0,0,0,1,1,1,1,4,1,2,1,1,3,40,13,11,11,-2,12.0,11.6,1.1547005383792517,0.36585365853658536,2.5,0,0,0,0
GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,2,1,0,8,8,0,-8,8.0,8.0,4.618802153517007,10.0,1.5,0,1,2,0
GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,0,1,1,1,1,1,1,1,4,3,4,1,1,5,9,9,10,9,0,9.5,9.7,0.5773502691896257,1.5,3.5,0,1,2,0
GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,0,1,1,1,0,1,1,0,4,3,4,2,5,5,0,11,11,10,-1,11.0,11.0,0.5773502691896257,15.0,3.5,0,0,2,1
GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,0,1,1,0,1,1,1,0,4,4,4,3,3,5,2,11,11,11,0,11.0,11.0,0.0,3.3333333333333335,4.0,0,0,2,1
GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,0,1,1,0,1,1,1,1,5,2,2,1,2,5,23,13,13,13,0,13.0,13.0,0.0,0.4166666666666667,3.5,0,0,2,0
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,12,11,9,9,-2,10.0,9.6,1.1547005383792517,0.7692307692307693,2.0,0,1,1,0
GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,0,1,1,1,1,1,1,0,3,3,2,2,2,3,3,11,11,11,0,11.0,11.0,0.0,3.75,2.0,0,0,2,1
GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,1,12,14,15,3,13.0,13.399999999999999,1.5275252316519468,7.5,2.0,1,0,1,1
GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,16,15,15,-1,15.5,15.3,0.5773502691896257,15.0,1.0,1,0,0,1
GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,3,9,12,11,2,10.5,11.099999999999998,1.5275252316519468,3.75,4.0,0,0,0,1
GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3,14,15,16,2,14.5,14.7,1.0,1.25,3.0,1,0,0,1
GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,8,11,10,10,-1,10.5,10.3,0.5773502691896257,0.5555555555555556,2.0,0,0,1,1
GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,0,1,1,1,1,1,1,0,5,4,4,1,3,4,7,10,9,9,-1,9.5,9.3,0.5773502691896257,1.875,4.0,0,1,2,1
GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,0,1,1,0,0,1,1,1,4,3,3,1,2,4,4,14,14,14,0,14.0,14.0,0.0,3.0,4.0,0,0,2,0
GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,0,1,0,1,1,1,1,0,4,5,5,2,4,5,2,9,8,8,-1,8.5,8.299999999999999,0.5773502691896257,6.666666666666667,2.0,0,1,1,1
GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7,12,14,14,2,13.0,13.399999999999999,1.1547005383792517,1.875,3.0,0,0,1,0
GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,0,7,0,0,-7,3.5,2.1,4.041451884327381,10.0,3.0,0,1,0,0
GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,8,8,0,-8,8.0,8.0,4.618802153517007,10.0,2.0,0,1,0,0
GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0,10,9,0,-10,9.5,9.3,5.507570547286102,20.0,2.0,0,1,0,0
GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,16,15,15,-1,15.5,15.3,0.5773502691896257,0.8823529411764706,3.5,1,0,0,1
GP,F,19,R,GT3,A,3,1,services,at_home,home,other,1,3,1,0,0,1,0,1,1,0,0,5,4,3,1,2,5,12,14,13,13,-1,13.5,13.3,0.5773502691896257,1.1538461538461537,2.0,0,0,1,0
GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,0,0,1,1,0,1,1,1,1,4,3,2,2,3,2,0,7,8,0,-7,7.5,7.699999999999999,4.358898943540674,10.0,2.5,0,1,2,1
GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7,16,15,17,1,15.5,15.3,1.0,2.5,3.0,1,0,1,0
GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,2,4,9,10,10,1,9.5,9.7,0.5773502691896257,2.0,2.5,0,0,2,1
GP,F,19,U,GT3,T,2,1,services,services,home,other,1,3,1,0,0,1,1,1,1,1,1,4,3,4,1,3,3,4,11,12,11,0,11.5,11.7,0.5773502691896257,3.0,1.5,0,0,1,1
GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,10,10,0,-10,10.0,10.0,5.773502691896258,10.0,4.0,0,1,1,1
GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11,16,15,15,-1,15.5,15.3,0.5773502691896257,0.8333333333333334,3.5,1,0,0,1
GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,1,0,1,0,0,1,1,1,1,3,3,1,1,2,4,0,9,8,0,-9,8.5,8.299999999999999,4.932882862316247,10.0,2.0,0,1,1,0
GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,4,11,10,10,-1,10.5,10.3,0.5773502691896257,3.0,2.5,0,0,1,0
GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7,13,13,14,1,13.0,13.0,0.5773502691896257,1.875,2.5,0,0,0,1
GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9,16,15,16,0,15.5,15.3,0.5773502691896257,1.5,3.5,1,0,0,0
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,0,1,1,0,1,1,1,1,5,4,5,2,3,5,0,10,10,9,-1,10.0,10.0,0.5773502691896257,15.0,3.5,0,1,2,1
GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,0,1,1,1,1,1,1,1,4,4,3,1,3,4,0,13,15,15,2,14.0,14.4,1.1547005383792517,15.0,3.5,1,0,2,1
MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,1,0,1,0,0,0,1,1,0,2,5,5,5,5,5,10,11,13,13,2,12.0,12.399999999999999,1.1547005383792517,0.45454545454545453,2.5,0,0,1,1
MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,3,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,8,7,8,0,7.5,7.299999999999999,0.5773502691896258,1.1111111111111112,1.0,0,1,0,1
MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2,0,0,1,1,0,1,1,1,0,4,5,4,2,3,3,2,13,13,13,0,13.0,13.0,0.0,3.3333333333333335,3.0,0,0,2,1
MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,1,0,0,0,0,1,0,1,1,4,3,3,2,3,3,7,8,7,8,0,7.5,7.299999999999999,0.5773502691896258,0.625,2.0,0,1,0,1
MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4,8,8,8,0,8.0,8.0,0.0,1.0,1.0,0,1,1,1
MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,0,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,13,11,11,-2,12.0,11.6,1.1547005383792517,2.0,3.5,0,0,2,1
MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,10,9,9,-1,9.5,9.3,0.5773502691896257,10.0,3.0,0,1,1,0
MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4,12,13,13,1,12.5,12.7,0.5773502691896257,2.0,4.0,0,0,2,0
MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2,12,12,11,-1,12.0,11.999999999999998,0.5773502691896257,3.3333333333333335,2.5,0,0,0,0
MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4,10,10,10,0,10.0,10.0,0.0,1.0,1.0,0,0,0,0
MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,18,16,16,-2,17.0,16.599999999999998,1.1547005383792515,15.0,1.0,1,0,0,0
MS,F,18,R,LE3,A,1,4,at_home,other,course,mother,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,13,13,13,0,13.0,13.0,0.0,10.0,2.5,0,0,0,1
MS,M,18,R,LE3,T,1,1,at_home,other,other,mother,2,2,1,0,0,0,1,0,0,0,0,4,4,3,2,3,5,2,13,12,12,-1,12.5,12.299999999999999,0.5773502691896257,3.3333333333333335,1.0,0,0,0,1
MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,0,11,11,10,-1,11.0,11.0,0.5773502691896257,10.0,3.0,0,0,1,1
MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0,16,15,15,-1,15.5,15.3,0.5773502691896257,10.0,4.0,1,0,2,0
MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,12,11,12,0,11.5,11.299999999999999,0.5773502691896257,10.0,1.5,0,0,0,0
MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,4,10,10,10,0,10.0,10.0,0.0,2.0,2.0,0,0,2,1
MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,0,0,0,1,0,1,1,1,1,4,2,2,2,2,5,0,13,13,13,0,13.0,13.0,0.0,15.0,4.0,0,0,1,1
MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,3,1,1,0,1,1,0,1,1,1,1,5,2,1,1,2,1,0,7,6,0,-7,6.5,6.299999999999999,3.7859388972001824,5.0,1.0,0,1,2,0
MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0,0,1,1,0,1,1,1,1,5,2,3,1,2,4,0,11,10,10,-1,10.5,10.3,0.5773502691896257,5.0,2.5,0,0,2,0
MS,F,18,R,GT3,T,4,4,other,teacher,other,father,3,2,0,0,1,1,0,0,1,1,1,3,2,2,4,2,5,10,14,12,11,-3,13.0,12.599999999999998,1.5275252316519468,0.9090909090909091,4.0,0,0,2,1
MS,F,19,U,LE3,T,3,2,services,services,home,other,2,2,2,0,0,0,1,1,1,0,1,3,2,2,1,1,3,4,7,7,9,2,7.0,7.0,1.1547005383792517,2.0,2.5,0,1,0,0
MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,1,0,0,1,1,1,1,0,1,1,4,3,3,2,3,3,3,14,12,12,-2,13.0,12.599999999999998,1.1547005383792517,1.25,1.5,0,0,2,1
MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,13,11,11,-2,12.0,11.6,1.1547005383792517,1.6666666666666667,2.0,0,0,0,0
MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14,6,5,5,-1,5.5,5.3,0.5773502691896258,0.3333333333333333,1.5,0,1,0,1
MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,19,18,19,0,18.5,18.3,0.5773502691896258,15.0,4.0,1,0,0,0
MS,F,18,R,GT3,T,1,1,other,other,home,mother,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2,8,8,10,2,8.0,8.0,1.1547005383792517,5.0,1.0,0,0,0,0
MS,F,20,U,GT3,T,4,2,health,other,course,other,2,3,2,0,1,1,0,0,1,1,1,5,4,3,1,1,3,4,15,14,15,0,14.5,14.299999999999999,0.5773502691896257,3.0,3.0,1,0,2,0
MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,2,0,0,0,1,1,1,1,1,0,5,4,3,3,4,2,4,8,9,10,2,8.5,8.7,1.0,2.0,4.0,0,0,1,1
MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,0,0,0,1,0,1,1,1,1,4,1,3,1,2,1,0,15,15,15,0,15.0,15.0,0.0,10.0,3.0,1,0,1,0
